wl[Å],meas. Brilliance (no average),error (no smooth),rel. error (no smooth),meas. Brilliance (0.1Å average),error (5ch=0.1AA smooth),rel. error (5ch=0.1AA smooth)
6.1479880613,3.30E+010,2.19E+010,0.6622676634,42867640770.5629,16707119242.777,0.3897373157
6.1694559761,6.01E+010,2.18E+010,0.3620040611,41687936881.5981,16692941970.894,0.4004261957
6.1909238909,6.39E+010,2.20E+010,0.3444411386,44004031389.3416,16699165292.4733,0.3794917139
6.2123918057,3.88E+010,2.13E+010,0.5495330029,42637166358.7626,16684101826.1208,0.3913041895
6.2338597205,2.42E+010,2.17E+010,0.8973852258,36234727030.957,16639852820.2424,0.4592239044
6.2553276353,2.62E+010,2.23E+010,0.8538040208,29833579748.6624,16595665178.6986,0.5562746851
6.2767955501,2.81E+010,2.24E+010,0.7979983559,24024325457.9939,16554932591.8627,0.689090423
6.2982634649,3.19E+010,2.18E+010,0.6841929617,25366678546.1294,16556166929.5726,0.6526738177
6.3197313797,9.71E+009,2.15E+010,2.2156407887,27673001458.1555,16563149047.5808,0.5985309932
6.3411992945,3.09E+010,2.16E+010,0.6964505136,23611057335.5647,16532943858.3346,0.7002203935
6.3626672093,3.77E+010,2.16E+010,0.5727620126,20127913623.2966,16506224922.8468,0.8200663631
6.3841351241,7.77E+009,2.17E+010,2.7877348285,23209324551.6622,16518068268.9212,0.7116996547
6.4056030389,1.45E+010,2.12E+010,1.4571181225,22042119275.005,16505138601.6336,0.7487999859
6.4270709537,2.51E+010,2.16E+010,0.8610391177,19909796008.4276,16486662107.5819,0.8280678567
6.4485388685,2.51E+010,2.18E+010,0.8670019874,24337247681.7255,16506695473.9643,0.6782482428
6.4700067833,2.70E+010,2.11E+010,0.7802716035,24910092574.2253,16504230798.465,0.6625519656
6.4914746981,2.99E+010,2.12E+010,0.7100254146,28366732291.6252,16518760188.7847,0.5823286242
6.5129426129,1.74E+010,2.15E+010,1.2349664869,23355522278.3211,16483810667.0637,0.7057778657
6.5344105277,4.24E+010,2.15E+010,0.5061353833,21038569502.2668,16464726989.4022,0.7825972668
6.5558784425,5.42E+007,2.15E+010,396.5863311063,20452391828.5295,16455891832.8041,0.8045949819
6.5773463573,1.54E+010,2.16E+010,1.3956858745,19870344339.5562,16447152860.4982,0.8277235955
6.5988142721,2.70E+010,2.13E+010,0.7882865291,14091627318.6666,16408032699.4319,1.1643816806
6.6202821869,1.45E+010,2.18E+010,1.5075071998,16973837459.4008,16419807576.1143,0.9673597744
6.6417501018,1.35E+010,2.09E+010,1.5440533198,21771775302.6194,16442909636.5249,0.755239727
6.6632180166,1.45E+010,2.12E+010,1.46580468,20227816175.9545,16428911700.8751,0.812194038
6.6846859314,3.94E+010,2.15E+010,0.5441308934,25791557889.865,16456633370.4858,0.6380627894
6.7061538462,1.93E+010,2.12E+010,1.0992044778,25403999520.7203,16449567213.057,0.6475187972
6.727621761,4.23E+010,2.11E+010,0.4998786942,25783919146.0509,16447082434.5849,0.6378813997
6.7490896758,1.16E+010,2.12E+010,1.8285089117,22128558271.5173,16421091511.8334,0.7420768814
6.7705575906,1.64E+010,2.17E+010,1.3266580047,25575928824.6225,16436755391.7065,0.6426650428
6.7920255054,2.12E+010,2.13E+010,1.0045909741,24990007185.8539,16428913939.2793,0.6574193363
6.8134934202,3.65E+010,2.18E+010,0.5963098153,27287585292.9364,16437984004.8482,0.6023978974
6.834961335,3.94E+010,2.11E+010,0.5352425159,32075081430.5386,16461672260.5315,0.5132230855
6.8564292498,2.31E+010,2.12E+010,0.9181935096,30920354195.2698,16450722580.0108,0.532035386
6.8778971646,4.03E+010,2.13E+010,0.5278887354,27655111315.8313,16427537223.3969,0.5940145037
6.8993650794,1.54E+010,2.16E+010,1.4049774237,20751029671.5623,16383102554.0465,0.7895079335
6.9208329942,2.02E+010,2.17E+010,1.074493246,20745858099.7848,16379123290.2775,0.7895129337
6.942300909,4.84E+009,2.13E+010,4.3994116452,15950796164.0429,16347144849.5311,1.024848207
6.9637688238,2.30E+010,2.17E+010,0.9413816508,13650580371.5045,16329836459.4472,1.1962741521
6.9852367386,1.63E+010,2.11E+010,1.2935506142,13072217335.11,16322724815.0844,1.2486576987
7.0067046534,3.88E+009,2.12E+010,5.4670146718,18428515373.3962,16350517241.5929,0.8872400685
7.0281725682,1.73E+010,2.09E+010,1.2079590539,18615153830.9653,16348045131.6916,0.8782116592
7.049640483,3.16E+010,2.13E+010,0.672879522,15934300176.0733,16328813063.7772,1.0247587207
7.0711083978,2.40E+010,2.11E+010,0.8813889224,17654558320.9817,16335468894.3844,0.9252833516
7.0925763126,2.92E+009,2.08E+010,7.1285359149,16121775780.3462,16323119389.3484,1.0124889225
7.1140442274,1.25E+010,2.11E+010,1.6931465116,16307070799.624,16320940686.3189,1.0008505443
7.1355121422,9.61E+009,2.15E+010,2.2317404556,13818146252.698,16303121476.4223,1.1798341962
7.156980057,3.26E+010,2.13E+010,0.6537272723,15919611854.5749,16312306866.8667,1.0246673735
7.1784479718,1.15E+010,2.08E+010,1.8050896033,14388988464.9774,16300241967.4137,1.1328275095
7.1999158866,1.34E+010,2.10E+010,1.5645106404,18398930022.2943,16320763187.3622,0.8870495821
7.2213838014,4.83E+009,2.09E+010,4.3356531783,14573615000.2674,16295389553.0471,1.1181432714
7.2428517162,2.97E+010,2.15E+010,0.7233182919,12089178161.2979,16277918527.7594,1.3464867761
7.264319631,1.34E+010,2.10E+010,1.5628156234,17433356279.4086,16306491675.062,0.93536158
7.2857875458,-9.01E+008,2.10E+010,-23.3268451904,19341725590.9987,16314928396.5459,0.8435094542
7.3072554606,4.02E+010,2.08E+010,0.5185109557,17046674979.2753,16298801326.7037,0.9561278869
7.3287233754,1.44E+010,2.14E+010,1.4874312939,17044714464.2583,16296172737.472,0.9560836453
7.3501912902,1.82E+010,2.10E+010,1.1550829636,23723951963.1582,16332741382.2107,0.6884494374
7.371659205,1.34E+010,2.07E+010,1.5414762296,19329832018.1186,16304530912.5259,0.8434905641
7.3931271198,3.25E+010,2.16E+010,0.664745757,14176771590.2911,16271869315.3325,1.1477838386
7.4145950346,1.82E+010,2.10E+010,1.1562245693,12457554479.453,16259408678.4507,1.3051846336
7.4360629494,-1.14E+010,2.11E+010,-1.8523439913,11883632667.2257,16253731946.4086,1.3677410268
7.4575308642,9.59E+009,2.10E+010,2.1886738123,11116739009.9183,16246994454.7746,1.4614892407
7.478998779,1.05E+010,2.14E+010,2.0314077657,1389286188.60115,16187534902.8704,11.651692096
7.5004666938,2.87E+010,2.11E+010,0.7360454393,6920059335.46124,16217990300.5986,2.3436201215
7.5219346086,-3.05E+010,2.04E+010,-0.6702340085,9588061668.18835,16231620583.6653,1.6928990598
7.5434025234,1.63E+010,2.09E+010,1.2850161793,10349414531.5436,16234085490.9895,1.5685994064
7.5648704382,2.29E+010,2.09E+010,0.9120338266,9202674900.31594,16225397948.324,1.7631175853
7.586338353,1.44E+010,2.13E+010,1.4856919313,18354263991.4344,16277209212.2105,0.8868353
7.6078062678,2.29E+010,2.00E+010,0.8702843278,13969420654.9101,16249639134.42,1.1632292803
7.6292741826,1.53E+010,2.10E+010,1.3748929684,4820458997.85828,16194051394.5445,3.359441788
7.6507420974,-5.66E+009,2.12E+010,-3.7407182736,2151545572.65139,16176593143.81,7.5185919134
7.6722100122,-2.28E+010,2.10E+010,-0.9200677869,2721028841.99002,16178280706.4238,5.9456483727
7.693677927,1.01E+009,2.12E+010,21.0472340569,-2043024595.32253,16148552300.048,-7.904237833
7.7151458418,2.58E+010,2.10E+010,0.8150376265,2719788929.30389,16175074846.7215,5.947180192
7.7366137566,-8.52E+009,2.05E+010,-2.4091588508,11102725943.8197,16222877199.5828,1.4611616356
7.7580816714,1.82E+010,2.01E+010,1.1085193573,15864273467.2547,16249357119.6771,1.0242736393
7.7795495862,1.91E+010,2.07E+010,1.0823565377,8053799453.81779,16202056979.4553,2.0117283864
7.801017501,2.48E+010,2.12E+010,0.8558004851,13005834606.2433,16229784581.5643,1.2478848973
7.8224854158,-1.33E+010,2.05E+010,-1.540189116,12242861330.7269,16223984688.0977,1.3251791595
7.8439533306,1.62E+010,2.11E+010,1.2967776861,4624973741.49283,16177909414.4136,3.4979462195
7.8654212454,1.43E+010,2.11E+010,1.4705185816,4432983843.98445,16175563934.8506,3.6489110956
7.8868891602,-1.90E+010,2.12E+010,-1.1169224669,5766549942.60578,16182236582.0182,2.8062249947
7.908357075,2.39E+010,2.03E+010,0.8524022443,5575221189.68091,16179987665.4552,2.9021247974
7.9298249898,-6.61E+009,2.10E+010,-3.1787219509,-327172253.073871,16144124575.387,-49.3444184943
7.9512929046,1.53E+010,2.10E+010,1.3718163515,4242591569.39881,16170026530.1919,3.8113559285
7.9727608194,-1.52E+010,2.02E+010,-1.3307081697,5764256797.46715,16178007223.4856,2.8066076499
7.9942287342,3.86E+009,2.12E+010,5.4856859423,5764568213.1858,16177066152.3275,2.8062927793
8.015696649,3.15E+010,2.05E+010,0.6510159667,1576378898.57527,16151501537.1042,10.245951371
8.0371645638,-6.61E+009,2.10E+010,-3.1752803329,8048383615.30143,16188759526.1106,2.0114299094
8.0586324786,-5.66E+009,2.03E+010,-3.5852526363,12806432838.9656,16215914472.7348,1.2662319536
8.0801003934,1.72E+010,2.07E+010,1.2058742763,8047234070.42769,16187190781.6046,2.0115222995
8.1015683082,2.77E+010,2.13E+010,0.7719384426,7857141375.39112,16185352906.5109,2.0599543948
8.123036223,7.67E+009,2.05E+010,2.6710719771,17182586339.9457,16239433326.045,0.9451099505
8.1445041378,-7.56E+009,2.05E+010,-2.711855773,13185643488.771,16215355765.3053,1.2297735624
8.1659720526,4.10E+010,2.10E+010,0.5130954052,8237038973.49062,16185693950.9214,1.9649893612
8.1874399674,-2.80E+009,2.13E+010,-7.5889875182,4811466893.04619,16164990116.5344,3.3596802131
8.2089078822,2.91E+009,2.08E+010,7.1536644071,9188443135.92008,16190233846.7039,1.7620214445
8.230375797,-9.46E+009,2.05E+010,-2.1616500104,-6035821161.85013,16100030146.5655,-2.6674133833
8.2518437118,1.43E+010,2.16E+010,1.504349092,-11744518028.7335,16065827657.9802,-1.3679426962
8.2733116266,-3.52E+010,2.06E+010,-0.5849531226,-16882379667.821,16034983985.9779,-0.9498059102
8.2947795414,-3.13E+010,2.07E+010,-0.6601725176,-13266790932.4123,16056084898.0844,-1.2102463195
8.3162474562,-2.28E+010,2.04E+010,-0.8957404118,-13266924612.1309,16055782551.5774,-1.2102113354
8.337715371,8.62E+009,2.10E+010,2.4316969202,-7748355845.60593,16088190038.895,-2.0763359814
8.3591832858,1.43E+010,1.98E+010,1.382001429,-707591108.821517,16129551522.779,-22.7950172376
8.3806512007,-7.56E+009,1.99E+010,-2.63148033,4810797283.27159,16161883649.2905,3.3595021153
8.4021191155,3.86E+009,2.01E+010,5.2060710155,1005032603.51433,16139312791.0542,16.0584967439
8.4235870303,4.81E+009,2.08E+010,4.3281922861,2146798229.25532,16145929378.6686,7.5209347384
8.4450549451,-1.04E+010,2.10E+010,-2.0122388709,13564227634.9344,16212993230.3017,1.1952758142
8.4665228599,2.00E+010,2.04E+010,1.0207144864,16608941692.3945,16230811034.3128,0.9772333081
8.4879907747,4.95E+010,2.07E+010,0.4181947669,16418687559.1031,16229692938.1818,0.9884890543
8.5094586895,1.91E+010,2.07E+010,1.0865619219,14515591856.9922,16218567447.4951,1.1173204377
8.5309266043,3.86E+009,2.04E+010,5.2811295167,12803135007.0579,16208587033.8247,1.2659857937
8.5523945191,-1.99E+010,2.11E+010,-1.0578909437,3478918259.77024,16153866306.5323,4.6433589698
8.5738624339,1.15E+010,2.17E+010,1.8948312037,-1278488804.65838,16125961417.7488,-12.6132988877
8.5953303487,2.91E+009,2.11E+010,7.2417258166,-1659042478.20623,16123889395.2463,-9.71879238
8.6167982635,-4.70E+009,2.07E+010,-4.4033309659,7285505598.35842,16176788720.191,2.2204071498
8.6382661783,1.96E+009,2.02E+010,10.3030187973,2908326969.56448,16151267079.2062,5.5534564195
8.6597340931,2.48E+010,2.09E+010,0.8424506017,6714984291.80948,16173949028.5497,2.4086354228
8.6812020079,-1.04E+010,2.07E+010,-1.9870015274,9189213164.70361,16188806101.2306,1.7617184204
8.7026699227,2.19E+010,2.05E+010,0.9351096032,9189270097.54525,16189148711.822,1.7617447893
8.7241378375,7.67E+009,2.07E+010,2.6962284714,4621686861.79098,16162655216.1118,3.497133341
8.7456057523,1.96E+009,2.12E+010,10.8284840695,8809154252.57611,16187694193.9623,1.8375991304
8.7670736671,1.96E+009,2.04E+010,10.4166407232,-137112701.324517,16135463726.969,-117.6802992801
8.7885415819,1.05E+010,2.11E+010,2.0078286803,815019350.414525,16141545015.4411,19.8051064766
8.8100094967,-2.28E+010,2.08E+010,-0.91292218,815094890.528974,16142046239.4248,19.8038859365
8.8314774115,1.24E+010,2.07E+010,1.6636286709,2528652748.41675,16152674944.9269,6.3878581015
8.8529453263,1.96E+009,2.07E+010,10.5628242811,3100283339.1992,16156602415.9998,5.2113309167
8.8744132411,1.05E+010,2.09E+010,1.9831799587,8430600074.23739,16188562947.2557,1.9202147895
8.8958811559,1.34E+010,2.01E+010,1.502072298,5384550292.66268,16171270972.8904,3.0032723429
8.9173490707,3.86E+009,2.09E+010,5.4166921403,7479301805.18279,16184245876.1539,2.1638712139
8.9388169855,-2.80E+009,2.07E+010,-7.3786016077,4052017888.2409,16164763449.143,3.9893119663
8.9602849003,1.24E+010,2.09E+010,1.6793437773,1005599142.40484,16147528236.507,16.0576193391
8.9817528151,-6.61E+009,2.09E+010,-3.1675224585,2719895108.07482,16158367766.5871,5.9408054813
9.0032207299,-1.85E+009,2.07E+010,-11.1982575411,1196016742.8582,16150161098.5482,13.5032901462
9.0246886447,1.24E+010,2.06E+010,1.6546863534,-4136640908.69068,16119499734.9478,-3.8967607029
9.0461565595,-1.04E+010,2.09E+010,-2.0076477278,-3375069057.49861,16124822366.607,-4.7776273883
9.0676244743,-1.42E+010,2.05E+010,-1.4394811742,-7756694483.96369,16099791773.9029,-2.0755995749
9.0890923891,-2.80E+009,2.06E+010,-7.3469136374,-8708498170.37052,16095037764.8247,-1.8481990178
9.1105603039,-2.38E+010,2.09E+010,-0.8808081226,-8137576412.15469,16099323169.2186,-1.978392872
9.1320282187,7.67E+009,2.04E+010,2.6584737247,-7757416638.06463,16102508774.5154,-2.0757565986
9.1534961335,-7.57E+009,2.03E+010,-2.6843899252,-10806426907.1451,16085433846.0885,-1.4885062365
9.1749640483,-1.23E+010,2.06E+010,-1.6690136991,-6806166964.62522,16110085831.7661,-2.3669836364
9.1964319631,-1.80E+010,2.01E+010,-1.1131932376,-5471584595.89719,16118979998.1236,-2.9459436687
9.2178998779,-3.76E+009,2.08E+010,-5.5420197574,-3566190953.9075,16131272579.6926,-4.5233900226
9.2393677927,1.43E+010,2.05E+010,1.4270914133,-5663760813.69282,16119957209.613,-2.846157834
9.2608357075,1.96E+009,2.04E+010,10.3922785368,-5855713505.42928,16119920907.9523,-2.7528534128
9.2823036223,-2.28E+010,2.02E+010,-0.8866288573,-2424535050.31263,16141294007.443,-6.6574801653
9.3037715371,-1.90E+010,2.06E+010,-1.082008169,-10812118577.3118,16092866545.2704,-1.4884101048
9.3252394519,1.34E+010,2.10E+010,1.5661727981,-16150651782.3716,16062403276.8829,-0.9945359168
9.3467073667,-2.76E+010,2.07E+010,-0.7503350171,-11576074633.0264,16090701241.5618,-1.3899963288
9.3681752815,-2.47E+010,2.01E+010,-0.8137100667,-5475244486.19796,16127995021.6867,-2.9456209786
9.3896431963,5.37E+007,2.02E+010,376.3881135372,-6809146670.1999,16121345487.0275,-2.3676014437
9.4111111111,1.15E+010,2.10E+010,1.8240557555,3488061064.53678,16183352919.6258,4.6396415144
9.4325790259,6.73E+009,2.00E+010,2.9748540101,5774935434.32666,16198111246.6766,2.8048991077
9.4540469407,2.39E+010,2.01E+010,0.8406154885,4630345508.08256,16192690742.0057,3.4970804476
9.4755148555,-1.33E+010,2.07E+010,-1.5541566942,-5289362185.8411,16135543985.8826,-3.0505651568
9.4969827703,-5.67E+009,2.09E+010,-3.6922443983,-7196766951.59014,16125626089.6212,-2.2406764312
9.5184506851,-3.81E+010,2.08E+010,-0.5465497276,-11201785908.708,16103303041.7008,-1.4375656858
9.5399185999,-2.81E+009,2.12E+010,-7.5549516156,-5859587414.0941,16136292561.7943,-2.7538274321
9.5613865147,3.87E+009,2.04E+010,5.2621196755,-4905842679.83478,16143349314.4928,-3.2906373824
9.5828544295,1.34E+010,2.05E+010,1.5317836627,4825093378.2718,16202169877.7605,3.3578976835
9.6043223443,-9.01E+008,1.98E+010,-21.9646303678,3106793513.27652,16193529010.9464,5.2122965179
9.6257902591,1.06E+010,2.06E+010,1.9536799481,2534436151.01798,16191648174.5273,6.3886589402
9.6472581739,-1.14E+010,2.08E+010,-1.8220325734,53660383.8073257,16178538296.0247,301.4987435445
9.6687260887,1.01E+009,2.10E+010,20.8172135374,-2428781051.05632,16165433674.2567,-6.6557805477
9.6901940035,1.01E+009,2.07E+010,20.4919497892,-2427714723.94353,16166985698.2777,-6.6593432658
9.7116619183,-1.33E+010,2.09E+010,-1.5721500691,2345866138.51734,16196700342.9765,6.9043582995
9.7331298331,1.06E+010,2.04E+010,1.9347115462,244859399.839443,16185918996.3342,66.102910515
9.7545977479,1.25E+010,2.07E+010,1.6614318281,5784851024.21329,16220149153.0661,2.8039009276
9.7760656627,-9.50E+009,2.07E+010,-2.1815011951,7120799774.52593,16229651654.0013,2.2791894405
9.7975335775,2.87E+010,2.04E+010,0.7101248493,4637992573.10665,16216703432.2304,3.4964918931
9.8190014923,-6.63E+009,2.09E+010,-3.1569794442,53104196.0320053,16191375460.7082,304.8982316002
9.8404694071,-1.86E+009,2.10E+010,-11.3015675275,3301013276.87557,16212206809.1807,4.9112819154
9.8619373219,-1.05E+010,2.05E+010,-1.9588389118,-3194441991.64611,16175624632.4152,-5.063677686
9.8834052367,6.74E+009,2.14E+010,3.1672940047,-3386340835.56828,16176228698.7763,-4.7769050678
9.9048731515,-3.77E+009,2.06E+010,-5.453426799,-10842567330.5338,16133924028.6889,-1.4880169555
9.9263410663,-7.59E+009,2.07E+010,-2.721943993,-13329386334.6379,16120975549.091,-1.2094311879
9.9478089811,-3.91E+010,2.05E+010,-0.5229909566,-14093508732.4037,16118227277.1753,-1.1436631987
9.9692768959,-2.29E+010,2.09E+010,-0.9116797077,-9695262001.76113,16146063173.154,-1.665356044
9.9907448107,2.92E+009,2.06E+010,7.0593170734,-6635832439.80693,16165973743.1037,-2.4361636448
10.0122127255,1.82E+010,2.05E+010,1.1273285963,1585136760.60519,16216335451.6414,10.2302437586
10.0336806403,7.70E+009,1.98E+010,2.5695430433,7513207726.2062,16253094479.4374,2.1632696808
10.0551485551,1.97E+009,2.02E+010,10.2644850475,1964709595.97698,16222337831.679,8.2568629302
10.0766164699,6.75E+009,2.08E+010,3.0804579265,-520800022.053191,16209582578.5113,-31.1243891938
10.0980843848,-2.48E+010,2.11E+010,-0.8518955149,-9323663103.30051,16159525147.7932,-1.7331734286
10.1195522996,5.79E+009,2.09E+010,3.6079840236,-8749186849.59763,16164848707.2868,-1.8475829794
10.1410202144,-3.63E+010,2.08E+010,-0.5722560487,-10471264382.8335,16156605919.9082,-1.5429469956
10.1624881292,4.84E+009,2.09E+010,4.3169821488,-7411023883.87868,16176678967.685,-2.1827859714
10.183956044,-1.86E+009,2.02E+010,-10.8348804036,-9708102652.76635,16165076741.2324,-1.6651118472
10.2054239588,-9.52E+009,2.09E+010,-2.1928592366,-5499531380.27817,16191969589.5016,-2.9442453311
10.2268918736,-5.69E+009,1.99E+010,-3.4949171464,-9138056832.83201,16172483037.0827,-1.7697945343
10.2483597884,-1.53E+010,2.09E+010,-1.366183046,-9904534408.05331,16169981472.0729,-1.6325837042
10.2698277032,-1.34E+010,2.07E+010,-1.5505799137,-8947852742.67293,16177690874.7643,-1.8079969955
10.291295618,-5.69E+009,2.05E+010,-3.606373781,-10289870257.233,16171821313.9209,-1.5716253859
10.3127635328,-4.74E+009,2.06E+010,-4.3546649436,-4351181727.68815,16208998680.5612,-3.7251946011
10.3342314476,-1.24E+010,2.04E+010,-1.6451785318,-2053020942.40063,16224664612.4534,-7.9028246996
10.3556993624,1.44E+010,2.04E+010,1.4174372668,1779968345.93658,16249371540.367,9.129022759
10.3771672772,-1.86E+009,2.06E+010,-11.0758720862,1012473666.09315,16246988362.4103,16.0468256178
10.398635192,1.35E+010,2.07E+010,1.5331775109,-2632275955.80156,16227663133.1948,-6.164879141
10.4201031068,-8.57E+009,2.05E+010,-2.3887946541,-7424472374.89655,16201522143.0008,-2.1821782512
10.4415710216,-3.06E+010,2.11E+010,-0.6890049884,-2246303806.3255,16234261881.9497,-7.2270998412
10.4630389364,-9.53E+009,2.07E+010,-2.1742538777,-326233252.482902,16247761314.2839,-49.8041238611
10.4845068512,2.40E+010,2.11E+010,0.8774818939,5236148378.33736,16282722988.233,3.1096756264
10.505974766,2.31E+010,2.06E+010,0.8919718908,12906841015.947,16330026225.7993,1.265222544
10.5274426808,1.92E+010,2.01E+010,1.0428279236,14248810279.1882,16340150527.0281,1.1467729731
10.5489105956,7.73E+009,2.06E+010,2.6605316245,9070120712.86728,16312007144.8648,1.7984333022
10.5703785104,-2.82E+009,2.13E+010,-7.5533985857,1970992936.62651,16272514119.7226,8.2559981912
10.5918464252,-1.87E+009,2.13E+010,-11.4279668957,-1673963568.21951,16253303613.021,-9.7094727278
10.61331434,-1.24E+010,2.12E+010,-1.7090920799,-2056873866.49808,16253332233.7587,-7.9019586463
10.6347822548,1.01E+009,2.10E+010,20.6839521425,-5706071284.11203,16234108888.1706,-2.8450588995
10.6562501696,5.81E+009,2.07E+010,3.5658967971,-1864948216.68142,16259091767.305,-8.7182537412
10.6777180844,-2.11E+010,2.08E+010,-0.9852193292,4280372298.86699,16297630531.1493,3.8075264003
10.6991859992,1.73E+010,2.05E+010,1.1831654253,5817537217.46051,16309023493.4709,2.8034240064
10.720653914,1.83E+010,2.08E+010,1.1381186427,9661513950.91731,16333972441.4647,1.6906224557
10.7421218288,8.70E+009,2.09E+010,2.4075001438,11388033194.8625,16346509789.1219,1.4354111469
10.7635897436,2.50E+010,2.03E+010,0.8117794151,6008648075.80766,16317297326.5702,2.7156353843
10.7850576584,-1.24E+010,2.12E+010,-1.7055569509,6588134587.83261,16323095567.0149,2.4776505928
10.8065255732,-9.56E+009,2.12E+010,-2.222390102,4282183563.86435,16311949050.4759,3.8092596469
10.827993488,2.12E+010,2.10E+010,0.9916186869,-2059969562.87061,16277005744.8799,-7.9015758477
10.8494614028,-2.83E+009,2.14E+010,-7.5607156242,-2638865692.78739,16276042612.0419,-6.1678177319
10.8709293176,-6.68E+009,2.05E+010,-3.0766351625,-2640333616.80976,16278494142.6333,-6.165317155
10.8923972324,-1.53E+010,2.06E+010,-1.3443000954,-135974844.484798,16295701861.2808,-119.8435043116
10.9138651472,-9.56E+009,2.13E+010,-2.2291648763,-3022734527.55324,16281164855.7979,-5.3862371
10.935333062,3.37E+010,2.08E+010,0.616020575,-714354821.563253,16297269318.6522,-22.8139697902
10.9568009768,-1.73E+010,2.07E+010,-1.1983433507,1015584522.15201,16309978145.2525,16.0596954655
10.9782688916,4.87E+009,2.05E+010,4.2110645894,7366993731.02337,16349868288.4631,2.2193406002
10.9997368064,-6.68E+009,2.06E+010,-3.0866656793,2751280772.05055,16325225716.6233,5.9336821899
11.0212047212,2.22E+010,2.16E+010,0.9739932614,8525761053.78774,16361736578.4482,1.9190939642
11.042672636,1.06E+010,2.05E+010,1.9215614509,8141325893.09555,16362032683.2728,2.0097503648
11.0641405508,1.16E+010,2.10E+010,1.8064585091,7562350442.30369,16361207627.4185,2.1635082574
11.0856084656,2.94E+009,2.07E+010,7.0353197133,1207902458.49831,16326388443.8215,13.5163136137
11.1070763804,-9.58E+009,2.14E+010,-2.2313742158,53428137.2583025,16322164902.3455,305.4975475457
11.1285442952,-9.58E+009,2.11E+010,-2.2040411002,-4377475803.11139,16298625063.4811,-3.723293011
11.15001221,4.87E+009,2.11E+010,4.3389021196,-5148042504.60131,16296678681.7567,-3.1656068626
11.1714801248,-1.05E+010,2.09E+010,-1.9859060633,1598145582.50578,16339074086.3193,10.2237707661
11.1929480396,-9.10E+008,2.07E+010,-22.7117906358,4103297937.89648,16356459577.2304,3.9861740056
11.2144159544,2.42E+010,2.07E+010,0.8553603944,1211250240.8498,16342077792.2876,13.4919088072
11.2358838692,2.95E+009,2.10E+010,7.1257906289,2945508218.46291,16354951365.3396,5.5525057655
11.257351784,-9.59E+009,2.06E+010,-2.1530077548,-141373834.830971,16339440868.3256,-115.5761310985
11.2788196988,-1.87E+009,2.09E+010,-11.1339901905,-10749775676.6683,16279467993.4736,-1.5144007171
11.3002876136,-1.63E+010,2.14E+010,-1.3121421542,-12872123521.9409,16269581594.6112,-1.2639392068
11.3217555284,-2.89E+010,2.10E+010,-0.7257866118,-6697155677.60326,16308782134.7429,-2.435180384
11.3432234432,-7.67E+009,2.07E+010,-2.6979856764,-11523732908.2095,16282953202.8672,-1.4129929366
11.364691358,2.13E+010,2.09E+010,0.9801001649,-5154739754.97409,16323309572.1411,-3.1666602676
11.3861592728,-2.60E+010,2.05E+010,-0.7893534024,3530600356.93763,16377243085.4344,4.638656724
11.4076271876,1.55E+010,2.02E+010,1.3054402061,5074492577.74585,16389071677.4339,3.2296966497
11.4290951024,1.45E+010,2.07E+010,1.426524407,634926363.496899,16365672913.7731,25.7757022777
11.4505630172,5.44E+007,2.14E+010,393.4225342777,3915146029.49291,16387764646.1776,4.1857352249
11.472030932,-9.11E+008,2.03E+010,-22.287420739,4111049921.39898,16391671072.7994,3.9872225797
11.4934988468,-9.61E+009,2.13E+010,-2.2153780038,247907910.878675,16371694738.5591,66.0394203659
